,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
1785,5.0,1.0,3.0,1.0,2.0,3.0,16.0,40,8.0,7.0,5.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,2
1790,2.0,1.0,1.0,-1.0,2.0,3.0,15.0,13,6.0,3.0,5.0,8.0,0,Pathfinder #178: Punks in a Powder Keg,0
1876,3.0,-2.0,2.0,-5.0,-1.0,-5.0,12.0,60,6.0,10.0,3.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,2
1795,6.0,3.0,2.0,-5.0,3.0,-5.0,19.0,50,8.0,10.0,11.0,9.0,0,Pathfinder #178: Punks in a Powder Keg,4
1826,3.0,4.0,2.0,0.0,0.0,1.0,18.0,30,10.0,10.0,10.0,4.0,0,Pathfinder #178: Punks in a Powder Keg,2
1831,-5.0,2.0,3.0,0.0,-1.0,-3.0,14.0,24,3.0,7.0,6.0,3.0,0,Pathfinder #178: Punks in a Powder Keg,0
1832,1.0,4.0,3.0,1.0,3.0,0.0,19.0,37,8.0,8.0,9.0,8.0,0,Pathfinder #178: Punks in a Powder Keg,3
1846,0.0,4.0,3.0,2.0,0.0,3.0,17.0,16,5.0,6.0,7.0,4.0,0,Pathfinder #178: Punks in a Powder Keg,1
1847,0.0,3.0,2.0,1.0,0.0,2.0,16.0,13,4.0,5.0,6.0,2.0,0,Pathfinder #178: Punks in a Powder Keg,0
1848,3.0,2.0,4.0,-2.0,2.0,1.0,18.0,36,6.0,10.0,6.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,2
1853,3.0,2.0,4.0,-2.0,2.0,1.0,18.0,36,6.0,10.0,6.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,2
1854,4.0,-4.0,3.0,-5.0,1.0,-5.0,11.0,80,6.0,10.0,3.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,3
1859,1.0,3.0,1.0,4.0,1.0,4.0,18.0,44,9.0,6.0,10.0,8.0,0,Pathfinder #178: Punks in a Powder Keg,3
1861,5.0,3.0,1.0,-4.0,3.0,-2.0,18.0,60,10.0,8.0,12.0,8.0,0,Pathfinder #178: Punks in a Powder Keg,3
1862,0.0,1.0,3.0,-1.0,2.0,-1.0,14.0,8,5.0,6.0,5.0,5.0,0,Pathfinder #178: Punks in a Powder Keg,-1
1791,4.0,3.0,1.0,-5.0,3.0,1.0,18.0,40,8.0,8.0,10.0,8.0,0,Pathfinder #178: Punks in a Powder Keg,3
1824,2.0,3.0,2.0,0.0,0.0,1.0,14.0,8,3.0,3.0,4.0,2.0,0,Pathfinder #178: Punks in a Powder Keg,-1
1823,4.0,2.0,3.0,-5.0,3.0,-5.0,16.0,16,8.0,10.0,7.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,1
1797,4.0,2.0,3.0,-5.0,3.0,-5.0,16.0,16,8.0,10.0,7.0,6.0,0,Pathfinder #178: Punks in a Powder Keg,1
1798,0.0,4.0,0.0,-5.0,3.0,-5.0,18.0,12,7.0,2.0,8.0,5.0,0,Pathfinder #178: Punks in a Powder Keg,0
1809,0.0,2.0,3.0,1.0,4.0,4.0,16.0,40,10.0,7.0,6.0,10.0,0,Pathfinder #178: Punks in a Powder Keg,2
1815,0.0,3.0,1.0,-1.0,0.0,-1.0,15.0,8,6.0,5.0,7.0,2.0,0,Pathfinder #178: Punks in a Powder Keg,-1
1822,3.0,6.0,4.0,3.0,1.0,2.0,24.0,60,9.0,10.0,14.0,9.0,0,Pathfinder #178: Punks in a Powder Keg,4
4251,0.0,4.0,5.0,2.0,5.0,2.0,29.0,150,23.0,21.0,20.0,21.0,0,Pathfinder #177: Burning Tundra,10
4209,6.0,3.0,6.0,2.0,4.0,4.0,28.0,175,18.0,21.0,15.0,18.0,0,Pathfinder #177: Burning Tundra,9
4218,4.0,4.0,2.0,1.0,2.0,0.0,25.0,120,15.0,17.0,15.0,13.0,0,Pathfinder #177: Burning Tundra,7
4223,5.0,4.0,5.0,7.0,5.0,3.0,31.0,140,21.0,19.0,17.0,23.0,0,Pathfinder #177: Burning Tundra,10
4231,5.0,5.0,4.0,1.0,4.0,0.0,26.0,135,16.0,16.0,17.0,16.0,0,Pathfinder #177: Burning Tundra,8
4241,5.0,3.0,4.0,1.0,2.0,0.0,26.0,130,19.0,16.0,19.0,13.0,0,Pathfinder #177: Burning Tundra,8
4242,5.0,3.0,5.0,3.0,2.0,0.0,26.0,100,16.0,19.0,16.0,13.0,0,Pathfinder #177: Burning Tundra,8
4250,5.0,2.0,4.0,5.0,1.0,3.0,33.0,212,21.0,24.0,22.0,19.0,1,Pathfinder #177: Burning Tundra,12
4290,1.0,4.0,1.0,3.0,0.0,4.0,25.0,110,13.0,14.0,19.0,11.0,0,Pathfinder #177: Burning Tundra,7
4243,7.0,0.0,5.0,0.0,2.0,0.0,28.0,130,16.0,21.0,14.0,14.0,0,Pathfinder #177: Burning Tundra,8
4282,5.0,0.0,4.0,-5.0,1.0,-3.0,22.0,130,12.0,18.0,10.0,13.0,0,Pathfinder #177: Burning Tundra,6
4281,6.0,0.0,4.0,-5.0,2.0,-3.0,23.0,180,15.0,18.0,11.0,15.0,0,Pathfinder #177: Burning Tundra,7
4280,7.0,-1.0,5.0,-5.0,1.0,-3.0,26.0,240,18.0,22.0,14.0,16.0,0,Pathfinder #177: Burning Tundra,9
4278,8.0,-3.0,8.0,-5.0,0.0,-5.0,18.0,255,18.0,22.0,10.0,15.0,0,Pathfinder #177: Burning Tundra,10
4276,1.0,5.0,2.0,3.0,4.0,5.0,24.0,90,14.0,11.0,14.0,17.0,0,Pathfinder #177: Burning Tundra,6
4247,6.0,8.0,4.0,5.0,6.0,4.0,34.0,225,27.0,23.0,27.0,21.0,0,Pathfinder #177: Burning Tundra,13
4267,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70,11.0,12.0,14.0,10.0,0,Pathfinder #177: Burning Tundra,4
4263,7.0,4.0,6.0,1.0,3.0,4.0,33.0,225,22.0,24.0,22.0,20.0,0,Pathfinder #177: Burning Tundra,12
4260,8.0,6.0,7.0,1.0,3.0,5.0,33.0,240,20.0,26.0,23.0,20.0,0,Pathfinder #177: Burning Tundra,13
4255,5.0,3.0,3.0,0.0,4.0,2.0,30.0,210,21.0,20.0,18.0,23.0,2,Pathfinder #177: Burning Tundra,11
4289,7.0,5.0,3.0,-4.0,0.0,-5.0,29.0,145,18.0,23.0,19.0,16.0,0,Pathfinder #177: Burning Tundra,10
4275,2.0,8.0,4.0,4.0,5.0,8.0,35.0,190,26.0,21.0,25.0,24.0,0,Pathfinder #177: Burning Tundra,13
4322,-1.0,9.0,7.0,-5.0,6.0,-4.0,41.0,260,30.0,31.0,33.0,27.0,0,Pathfinder #174: Shadows of the Ancients,18
4317,4.0,8.0,6.0,-1.0,6.0,4.0,39.0,295,28.0,24.0,30.0,28.0,0,Pathfinder #174: Shadows of the Ancients,16
4464,2.0,3.0,3.0,4.0,3.0,5.0,39.0,270,30.0,30.0,27.0,33.0,0,Pathfinder #174: Shadows of the Ancients,18
4467,6.0,9.0,5.0,0.0,6.0,4.0,39.0,305,28.0,28.0,30.0,25.0,0,Pathfinder #174: Shadows of the Ancients,16
4316,0.0,9.0,5.0,0.0,6.0,9.0,41.0,310,28.0,26.0,34.0,29.0,0,Pathfinder #174: Shadows of the Ancients,17
4468,6.0,9.0,3.0,0.0,6.0,5.0,40.0,350,29.0,27.0,32.0,29.0,0,Pathfinder #174: Shadows of the Ancients,17
4462,1.0,3.0,4.0,6.0,3.0,4.0,40.0,290,33.0,32.0,29.0,35.0,0,Pathfinder #174: Shadows of the Ancients,19
4461,5.0,4.0,4.0,4.0,2.0,-1.0,41.0,330,30.0,33.0,30.0,27.0,0,Pathfinder #174: Shadows of the Ancients,18
4460,2.0,3.0,4.0,5.0,5.0,-1.0,39.0,270,33.0,30.0,27.0,33.0,0,Pathfinder #174: Shadows of the Ancients,18
4457,6.0,9.0,6.0,-5.0,5.0,2.0,39.0,330,27.0,27.0,30.0,35.0,0,Pathfinder #174: Shadows of the Ancients,16
4451,7.0,6.0,7.0,10.0,6.0,7.0,46.0,400,39.0,35.0,30.0,36.0,0,Pathfinder #174: Shadows of the Ancients,20
4448,6.0,10.0,5.0,0.0,10.0,6.0,45.0,440,35.0,30.0,35.0,33.0,0,Pathfinder #174: Shadows of the Ancients,19
4434,10.0,7.0,7.0,2.0,7.0,6.0,45.0,380,36.0,35.0,33.0,33.0,0,Pathfinder #174: Shadows of the Ancients,20
4416,9.0,6.0,5.0,2.0,6.0,9.0,42.0,335,30.0,31.0,33.0,29.0,0,Pathfinder #174: Shadows of the Ancients,18
4415,8.0,4.0,6.0,-2.0,6.0,4.0,37.0,275,27.0,29.0,23.0,26.0,0,Pathfinder #174: Shadows of the Ancients,15
4427,8.0,8.0,3.0,9.0,5.0,4.0,42.0,330,32.0,27.0,35.0,29.0,0,Pathfinder #174: Shadows of the Ancients,18
4463,1.0,3.0,4.0,5.0,4.0,3.0,39.0,270,30.0,30.0,27.0,33.0,3,Pathfinder #174: Shadows of the Ancients,18
4338,9.0,-5.0,10.0,-5.0,0.0,-5.0,28.0,550,30.0,33.0,16.0,20.0,0,Pathfinder #174: Shadows of the Ancients,18
4325,10.0,0.0,10.0,-3.0,7.0,0.0,37.0,420,31.0,39.0,30.0,33.0,0,Pathfinder #174: Shadows of the Ancients,20
4414,9.0,5.0,6.0,0.0,6.0,9.0,40.0,315,30.0,29.0,28.0,31.0,0,Pathfinder #174: Shadows of the Ancients,17
4339,10.0,6.0,7.0,-5.0,6.0,-5.0,48.0,325,34.0,36.0,33.0,31.0,0,Pathfinder #174: Shadows of the Ancients,20
4344,5.0,9.0,6.0,-5.0,0.0,-5.0,30.0,300,26.0,28.0,31.0,20.0,0,Pathfinder #174: Shadows of the Ancients,16
4381,10.0,-1.0,10.0,0.0,6.0,5.0,44.0,400,33.0,35.0,26.0,33.0,0,Pathfinder #174: Shadows of the Ancients,19
4397,9.0,-1.0,9.0,-5.0,0.0,-5.0,40.0,255,26.0,31.0,25.0,27.0,0,Pathfinder #174: Shadows of the Ancients,17
4385,10.0,6.0,10.0,-5.0,5.0,-1.0,49.0,400,36.0,38.0,32.0,35.0,0,Pathfinder #174: Shadows of the Ancients,21
4469,10.0,5.0,5.0,0.0,5.0,6.0,43.0,400,32.0,35.0,29.0,32.0,0,Pathfinder #174: Shadows of the Ancients,19
4324,8.0,10.0,8.0,5.0,7.0,8.0,47.0,320,41.0,37.0,41.0,38.0,1,Pathfinder #174: Shadows of the Ancients,21
4323,10.0,-1.0,9.0,-3.0,-1.0,-1.0,40.0,410,25.0,36.0,25.0,27.0,0,Pathfinder #174: Shadows of the Ancients,19
4336,10.0,2.0,9.0,-3.0,6.0,5.0,44.0,340,30.0,35.0,26.0,30.0,0,Pathfinder #174: Shadows of the Ancients,18
3886,1.0,4.0,1.0,-4.0,3.0,-3.0,16.0,25,11.0,7.0,10.0,7.0,0,Pathfinder Bounty #18: From Family Lost,2
1771,3.0,5.0,3.0,2.0,4.0,7.0,24.0,105,15.0,12.0,16.0,17.0,1,Pathfinder One-Shot #4: Mark of the Mantis,7
1764,4.0,3.0,1.0,0.0,2.0,1.0,21.0,60,12.0,11.0,13.0,10.0,0,Pathfinder One-Shot #4: Mark of the Mantis,4
1757,1.0,5.0,1.0,4.0,1.0,3.0,25.0,115,12.0,14.0,18.0,14.0,0,Pathfinder One-Shot #4: Mark of the Mantis,7
1758,1.0,5.0,1.0,1.0,4.0,3.0,25.0,115,17.0,14.0,16.0,17.0,1,Pathfinder One-Shot #4: Mark of the Mantis,7
4230,4.0,2.0,4.0,-4.0,2.0,0.0,16.0,20,7.0,9.0,7.0,5.0,0,Pathfinder #176: Lost Mammoth Valley,1
4233,5.0,1.0,3.0,1.0,3.0,1.0,20.0,75,11.0,13.0,9.0,11.0,0,Pathfinder #176: Lost Mammoth Valley,4
4212,1.0,1.0,3.0,2.0,2.0,4.0,23.0,120,13.0,18.0,12.0,15.0,0,Pathfinder #176: Lost Mammoth Valley,7
4227,3.0,5.0,4.0,-4.0,2.0,0.0,21.0,60,11.0,11.0,15.0,9.0,0,Pathfinder #176: Lost Mammoth Valley,5
4226,7.0,-1.0,6.0,1.0,4.0,2.0,26.0,150,18.0,20.0,11.0,16.0,1,Pathfinder #176: Lost Mammoth Valley,8
4249,6.0,0.0,4.0,2.0,3.0,2.0,24.0,125,14.0,17.0,11.0,15.0,0,Pathfinder #176: Lost Mammoth Valley,7
4216,4.0,2.0,3.0,1.0,1.0,0.0,21.0,65,11.0,13.0,11.0,7.0,0,Pathfinder #176: Lost Mammoth Valley,4
4215,1.0,2.0,3.0,-4.0,2.0,0.0,15.0,8,6.0,7.0,4.0,4.0,0,Pathfinder #176: Lost Mammoth Valley,-1
4214,3.0,4.0,1.0,1.0,2.0,4.0,18.0,70,9.0,8.0,11.0,7.0,0,Pathfinder #176: Lost Mammoth Valley,3
4213,0.0,3.0,2.0,1.0,4.0,4.0,24.0,97,19.0,14.0,15.0,18.0,2,Pathfinder #176: Lost Mammoth Valley,8
4229,4.0,4.0,3.0,2.0,1.0,0.0,27.0,135,16.0,16.0,18.0,13.0,0,Pathfinder #176: Lost Mammoth Valley,8
4224,4.0,1.0,3.0,-4.0,3.0,1.0,19.0,45,10.0,12.0,6.0,8.0,0,Pathfinder #176: Lost Mammoth Valley,3
4285,4.0,1.0,2.0,1.0,3.0,0.0,21.0,60,14.0,12.0,11.0,14.0,0,Pathfinder #176: Lost Mammoth Valley,4
4272,5.0,1.0,4.0,-5.0,2.0,0.0,22.0,75,9.0,15.0,8.0,11.0,0,Pathfinder #176: Lost Mammoth Valley,5
4270,6.0,4.0,2.0,0.0,3.0,2.0,25.0,120,16.0,15.0,17.0,12.0,0,Pathfinder #176: Lost Mammoth Valley,7
4284,3.0,2.0,2.0,4.0,1.0,1.0,23.0,100,12.0,16.0,16.0,14.0,0,Pathfinder #176: Lost Mammoth Valley,7
4261,5.0,4.0,1.0,-3.0,3.0,-1.0,22.0,75,14.0,10.0,15.0,12.0,0,Pathfinder #176: Lost Mammoth Valley,5
4286,6.0,2.0,4.0,2.0,3.0,2.0,28.0,170,20.0,21.0,15.0,17.0,0,Pathfinder #176: Lost Mammoth Valley,9
4258,5.0,3.0,5.0,-4.0,2.0,0.0,21.0,58,10.0,13.0,11.0,8.0,0,Pathfinder #176: Lost Mammoth Valley,4
4287,3.0,4.0,2.0,1.0,2.0,0.0,23.0,115,14.0,14.0,16.0,14.0,0,Pathfinder #176: Lost Mammoth Valley,6
4288,5.0,4.0,2.0,-1.0,1.0,0.0,22.0,90,12.0,12.0,15.0,9.0,0,Pathfinder #176: Lost Mammoth Valley,5
4257,6.0,2.0,5.0,-5.0,3.0,0.0,23.0,110,13.0,17.0,12.0,12.0,0,Pathfinder #176: Lost Mammoth Valley,6
4256,3.0,4.0,1.0,-5.0,1.0,0.0,18.0,32,7.0,7.0,10.0,5.0,0,Pathfinder #176: Lost Mammoth Valley,2
4292,5.0,3.0,5.0,-4.0,2.0,0.0,21.0,100,10.0,13.0,11.0,8.0,0,Pathfinder #176: Lost Mammoth Valley,4
4253,3.0,4.0,3.0,-4.0,2.0,1.0,18.0,55,11.0,9.0,12.0,6.0,0,Pathfinder #176: Lost Mammoth Valley,3
4219,2.0,3.0,2.0,-1.0,3.0,0.0,16.0,15,7.0,4.0,7.0,7.0,0,Pathfinder #175: Broken Tusk Moon,0
4210,0.0,2.0,1.0,4.0,2.0,0.0,18.0,45,9.0,6.0,9.0,11.0,1,Pathfinder #175: Broken Tusk Moon,3
4217,2.0,1.0,2.0,-1.0,2.0,1.0,15.0,8,6.0,6.0,5.0,4.0,0,Pathfinder #175: Broken Tusk Moon,-1
4208,1.0,1.0,0.0,-5.0,0.0,-5.0,16.0,4,3.0,3.0,6.0,3.0,0,Pathfinder #175: Broken Tusk Moon,-1
4283,2.0,3.0,3.0,-4.0,1.0,-2.0,18.0,17,9.0,9.0,9.0,5.0,0,Pathfinder #175: Broken Tusk Moon,2
4211,2.0,1.0,2.0,-1.0,2.0,1.0,14.0,20,6.0,9.0,3.0,6.0,0,Pathfinder #175: Broken Tusk Moon,0
4220,3.0,1.0,3.0,0.0,1.0,1.0,15.0,20,8.0,10.0,4.0,8.0,0,Pathfinder #175: Broken Tusk Moon,1
4252,3.0,5.0,0.0,2.0,4.0,3.0,21.0,60,14.0,8.0,13.0,14.0,0,Pathfinder #175: Broken Tusk Moon,4
4222,4.0,2.0,4.0,1.0,3.0,3.0,20.0,67,11.0,12.0,10.0,11.0,0,Pathfinder #175: Broken Tusk Moon,4
4277,-5.0,5.0,0.0,-1.0,5.0,4.0,21.0,40,14.0,9.0,12.0,16.0,0,Pathfinder #175: Broken Tusk Moon,5
4268,2.0,-5.0,2.0,-5.0,1.0,-5.0,8.0,38,4.0,7.0,2.0,4.0,0,Pathfinder #175: Broken Tusk Moon,1
4264,4.0,2.0,2.0,0.0,3.0,0.0,20.0,70,11.0,14.0,8.0,11.0,0,Pathfinder #175: Broken Tusk Moon,4
4237,0.0,3.0,0.0,1.0,1.0,4.0,16.0,20,6.0,3.0,6.0,8.0,1,Pathfinder #175: Broken Tusk Moon,1
4238,4.0,1.0,3.0,-4.0,2.0,0.0,18.0,30,8.0,11.0,7.0,6.0,0,Pathfinder #175: Broken Tusk Moon,2
4239,4.0,1.0,3.0,-4.0,2.0,0.0,18.0,30,8.0,11.0,7.0,6.0,0,Pathfinder #175: Broken Tusk Moon,2
4240,6.0,2.0,4.0,-4.0,2.0,-2.0,23.0,65,9.0,15.0,11.0,9.0,0,Pathfinder #175: Broken Tusk Moon,5
4254,2.0,4.0,1.0,0.0,1.0,3.0,16.0,25,6.0,4.0,9.0,8.0,0,Pathfinder #175: Broken Tusk Moon,1
4244,2.0,3.0,2.0,-4.0,2.0,-2.0,16.0,16,6.0,6.0,7.0,4.0,0,Pathfinder #175: Broken Tusk Moon,0
4248,4.0,2.0,3.0,1.0,3.0,-1.0,19.0,45,8.0,8.0,11.0,9.0,0,Pathfinder #175: Broken Tusk Moon,3
4221,4.0,2.0,1.0,0.0,2.0,1.0,18.0,30,8.0,9.0,8.0,6.0,0,Pathfinder #175: Broken Tusk Moon,2
1664,4.0,4.0,2.0,0.0,1.0,2.0,25.0,115,15.0,15.0,18.0,12.0,0,"Pathfinder Lost Omens: Absalom, City of Lost Omens",7
1662,2.0,3.0,2.0,0.0,1.0,1.0,16.0,15,6.0,6.0,9.0,3.0,0,"Pathfinder Lost Omens: Absalom, City of Lost Omens",0
1663,3.0,4.0,2.0,0.0,1.0,1.0,18.0,30,8.0,8.0,11.0,5.0,0,"Pathfinder Lost Omens: Absalom, City of Lost Omens",2
1583,5.0,3.0,4.0,1.0,3.0,4.0,27.0,125,19.0,19.0,16.0,13.0,0,Pathfinder Lost Omens: Monsters of Myth,8
1597,3.0,4.0,1.0,0.0,1.0,3.0,18.0,45,10.0,6.0,13.0,8.0,0,Pathfinder Lost Omens: Monsters of Myth,3
1599,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1600,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1601,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1602,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1603,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1596,-5.0,7.0,5.0,0.0,4.0,3.0,28.0,140,19.0,22.0,19.0,16.0,0,Pathfinder Lost Omens: Monsters of Myth,10
1604,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1606,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1607,8.0,5.0,4.0,4.0,6.0,4.0,32.0,200,26.0,26.0,20.0,23.0,0,Pathfinder Lost Omens: Monsters of Myth,13
1608,5.0,0.0,4.0,2.0,2.0,5.0,21.0,80,13.0,15.0,9.0,13.0,0,Pathfinder Lost Omens: Monsters of Myth,5
1609,6.0,4.0,4.0,-2.0,-1.0,4.0,24.0,130,18.0,18.0,15.0,12.0,0,Pathfinder Lost Omens: Monsters of Myth,7
1610,4.0,3.0,3.0,1.0,-2.0,2.0,18.0,55,12.0,12.0,10.0,5.0,0,Pathfinder Lost Omens: Monsters of Myth,3
1611,6.0,5.0,5.0,7.0,5.0,3.0,31.0,165,22.0,22.0,18.0,24.0,0,Pathfinder Lost Omens: Monsters of Myth,11
1605,8.0,9.0,7.0,6.0,8.0,9.0,43.0,400,33.0,27.0,33.0,30.0,0,Pathfinder Lost Omens: Monsters of Myth,18
1612,6.0,3.0,5.0,-4.0,4.0,5.0,25.0,115,15.0,18.0,15.0,12.0,0,Pathfinder Lost Omens: Monsters of Myth,7
1595,4.0,5.0,3.0,-4.0,2.0,0.0,24.0,70,14.0,13.0,17.0,10.0,0,Pathfinder Lost Omens: Monsters of Myth,6
1593,3.0,5.0,3.0,7.0,6.0,5.0,28.0,240,26.0,18.0,21.0,24.0,0,Pathfinder Lost Omens: Monsters of Myth,11
1575,10.0,9.0,10.0,5.0,6.0,5.0,43.0,330,33.0,38.0,32.0,29.0,0,Pathfinder Lost Omens: Monsters of Myth,19
1576,12.0,9.0,12.0,4.0,9.0,9.0,51.0,500,38.0,42.0,36.0,38.0,0,Pathfinder Lost Omens: Monsters of Myth,21
1577,7.0,5.0,7.0,-3.0,4.0,-2.0,32.0,215,25.0,25.0,22.0,19.0,0,Pathfinder Lost Omens: Monsters of Myth,12
1578,9.0,6.0,9.0,-2.0,5.0,5.0,38.0,295,30.0,30.0,28.0,25.0,0,Pathfinder Lost Omens: Monsters of Myth,16
1579,7.0,6.0,7.0,3.0,4.0,3.0,31.0,175,21.0,24.0,21.0,18.0,0,Pathfinder Lost Omens: Monsters of Myth,11
1580,5.0,3.0,4.0,3.0,0.0,2.0,23.0,85,12.0,16.0,11.0,14.0,0,Pathfinder Lost Omens: Monsters of Myth,6
1581,4.0,4.0,3.0,6.0,5.0,5.0,27.0,180,21.0,16.0,19.0,20.0,0,Pathfinder Lost Omens: Monsters of Myth,9
1582,10.0,10.0,9.0,-3.0,8.0,6.0,49.0,400,41.0,32.0,39.0,35.0,0,Pathfinder Lost Omens: Monsters of Myth,21
1584,10.0,7.0,10.0,6.0,6.0,10.0,46.0,380,38.0,39.0,34.0,35.0,0,Pathfinder Lost Omens: Monsters of Myth,21
1585,7.0,8.0,5.0,7.0,5.0,4.0,34.0,213,22.0,22.0,22.0,27.0,0,Pathfinder Lost Omens: Monsters of Myth,12
1586,4.0,3.0,4.0,1.0,2.0,1.0,23.0,78,14.0,16.0,14.0,12.0,0,Pathfinder Lost Omens: Monsters of Myth,6
1587,4.0,6.0,3.0,3.0,7.0,4.0,30.0,180,22.0,17.0,20.0,23.0,0,Pathfinder Lost Omens: Monsters of Myth,10
1588,4.0,6.0,3.0,3.0,7.0,4.0,30.0,180,22.0,17.0,20.0,23.0,0,Pathfinder Lost Omens: Monsters of Myth,10
1589,4.0,6.0,3.0,3.0,7.0,4.0,30.0,180,22.0,17.0,20.0,23.0,0,Pathfinder Lost Omens: Monsters of Myth,10
1590,4.0,6.0,3.0,3.0,7.0,4.0,30.0,180,22.0,17.0,20.0,23.0,0,Pathfinder Lost Omens: Monsters of Myth,10
1594,9.0,6.0,6.0,8.0,8.0,4.0,37.0,290,29.0,25.0,25.0,29.0,0,Pathfinder Lost Omens: Monsters of Myth,15
1574,9.0,5.0,8.0,-2.0,4.0,3.0,40.0,360,32.0,32.0,29.0,26.0,0,Pathfinder Lost Omens: Monsters of Myth,17
3709,4.0,1.0,3.0,-5.0,1.0,-5.0,15.0,22,3.0,7.0,5.0,3.0,0,Pathfinder Bounty #17: Sodden Stories,1
3736,1.0,3.0,3.0,-1.0,1.0,0.0,15.0,8,4.0,6.0,6.0,2.0,0,Pathfinder Bounty #16: Boom Town Betrayal,-1
3737,2.0,4.0,1.0,-1.0,1.0,2.0,16.0,20,8.0,6.0,9.0,4.0,0,Pathfinder Bounty #16: Boom Town Betrayal,1
4383,1.0,4.0,3.0,1.0,1.0,0.0,18.0,30,7.0,9.0,10.0,5.0,0,Pathfinder #173: Doorway to the Red Star,2
4390,0.0,1.0,3.0,-5.0,0.0,-3.0,15.0,7,4.0,7.0,5.0,2.0,0,Pathfinder #173: Doorway to the Red Star,-1
4321,8.0,5.0,5.0,-3.0,4.0,0.0,35.0,280,25.0,27.0,25.0,22.0,0,Pathfinder #173: Doorway to the Red Star,14
4402,5.0,2.0,2.0,6.0,3.0,0.0,37.0,285,26.0,25.0,23.0,27.0,2,Pathfinder #173: Doorway to the Red Star,15
4410,6.0,9.0,6.0,6.0,7.0,5.0,43.0,250,31.0,30.0,33.0,31.0,1,Pathfinder #173: Doorway to the Red Star,18
4429,7.0,4.0,5.0,2.0,5.0,4.0,38.0,320,29.0,31.0,26.0,27.0,0,Pathfinder #173: Doorway to the Red Star,16
4430,6.0,9.0,5.0,2.0,5.0,2.0,40.0,320,30.0,28.0,32.0,26.0,0,Pathfinder #173: Doorway to the Red Star,17
4340,-2.0,6.0,0.0,8.0,6.0,4.0,38.0,275,29.0,21.0,27.0,29.0,0,Pathfinder #173: Doorway to the Red Star,15
4341,-2.0,6.0,0.0,9.0,5.0,6.0,44.0,335,31.0,24.0,30.0,33.0,0,Pathfinder #173: Doorway to the Red Star,18
4342,-2.0,3.0,0.0,4.0,2.0,3.0,19.0,32,8.0,4.0,9.0,10.0,0,Pathfinder #173: Doorway to the Red Star,2
4343,7.0,4.0,5.0,2.0,5.0,4.0,38.0,320,29.0,31.0,26.0,27.0,0,Pathfinder #173: Doorway to the Red Star,16
4345,5.0,4.0,0.0,3.0,4.0,0.0,34.0,235,23.0,21.0,25.0,23.0,0,Pathfinder #173: Doorway to the Red Star,13
4384,5.0,2.0,3.0,5.0,2.0,0.0,33.0,235,23.0,25.0,23.0,24.0,2,Pathfinder #173: Doorway to the Red Star,13
4433,2.0,5.0,2.0,3.0,2.0,5.0,39.0,290,28.0,26.0,29.0,26.0,0,Pathfinder #173: Doorway to the Red Star,16
4392,5.0,9.0,6.0,5.0,5.0,9.0,44.0,300,32.0,31.0,36.0,32.0,0,Pathfinder #173: Doorway to the Red Star,19
4450,6.0,5.0,4.0,1.0,4.0,6.0,38.0,230,25.0,22.0,22.0,19.0,0,Pathfinder #173: Doorway to the Red Star,15
4357,5.0,8.0,5.0,9.0,7.0,5.0,38.0,240,31.0,25.0,28.0,30.0,0,Pathfinder #173: Doorway to the Red Star,16
4358,8.0,5.0,9.0,5.0,6.0,8.0,40.0,255,31.0,34.0,26.0,31.0,0,Pathfinder #173: Doorway to the Red Star,17
4359,4.0,1.0,3.0,0.0,1.0,0.0,16.0,20,6.0,8.0,4.0,6.0,0,Pathfinder #173: Doorway to the Red Star,1
4436,8.0,0.0,6.0,-5.0,4.0,4.0,35.0,325,26.0,28.0,22.0,26.0,0,Pathfinder #173: Doorway to the Red Star,14
4368,10.0,4.0,6.0,-4.0,5.0,-1.0,41.0,445,32.0,35.0,29.0,32.0,0,Pathfinder #173: Doorway to the Red Star,19
